legalRepresentative,qualityRepresentative,license,companyName,area,repositoryAddress,validTillDate,issuingAuthority,registrationAddress,licenseDate,businessScope,companyController
———,徐刚,鄂CB0276503,武汉康每乐药房有限公司紫润明园店,硚口区,武汉康每乐药房有限公司配送,2021-10-07,武汉市硚口区食品药品监督管理局,武汉市硚口区长丰街长丰村汉丹铁路以北华生·汉口城市广场北区17栋1层3室,20161008,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏冷冻药品）***,刘涛
田学科,何彪雄,鄂CA0276383(更),武汉金国泰大药房连锁有限公司栗庙店,江夏区,***,2021-07-24,武汉市江夏区食品药品监督管理局,武汉市江夏区藏龙岛办事处,20161008,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,翟小妹
——,肖霞,鄂CB0276502,湖北益生天济大药房连锁有限公司三角花园店,武昌区,由湖北益生天济大药房连锁有限公司配送,2021-10-07,武汉市武昌区食品药品监督管理局,武昌区友谊大道三角花园王家湾小区商业门面4-1-06,20161008,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,郑红云
——,谭新建,鄂CB0277611,广济堂医药连锁有限公司洪山店,洪山区,由广济堂医药连锁有限公司统一配送,2021-10-08,武汉市洪山区食品药品监督管理局,武汉市洪山区卓刀泉南路学雅芳龄小区3栋商铺1-3门面,20161009,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,李莎
----,张静,鄂CB0276223,武汉海王星辰医药连锁有限公司建设二路店,青山区,由武汉海王星辰医药连锁有限公司统一配送,2020-11-11,武汉市青山区食品药品监督管理局,武汉市青山区建设二路66号,20161009,处方药(禁止类除外)、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品***,朱孝娥
***,李婷婷,鄂CB0276506,湖北益生天济大药房连锁有限公司福星华府店,江汉区,由湖北益生天济大药房连锁有限公司统一配送,2021-10-08,武汉市江汉区食品药品监督管理局,武汉市江汉区姑嫂树村K3地块福星华府第2，3幢1层商29号,20161009,处方药(不含禁止类)、非处方药;中药饮片中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。******,郑红云
----,郭小玲,鄂CB0276166,武汉海王星辰医药连锁有限公司工业三路店,青山区,由武汉海王星辰医药连锁有限公司统一配送,2020-10-13,武汉市青山区食品药品监督管理局,武汉市青山区107街特6号,20161009,处方药(禁止类除外)、非处方药（甲类、乙类）、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品***,朱孝娥
***,夏晴,鄂CB0276507,湖北心连心药房连锁有限责任公司歌林店,黄陂区,***,2021-10-08,武汉市黄陂区市场监督管理局,武汉市黄陂区盘龙城经济开发区巨龙大道159号歌林花园38栋1层5室,20161009,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,肖国祥
,吴涛,鄂CB0271425,湖北生达新世界大药房有限公司华森佳园店,江岸区,,2021-02-03,武汉市江岸区食品药品监督管理局,江岸区解放大道岱山街2721号,20161009,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘立强
马占军,罗则惠,鄂CB0271357,国药控股（湖北）汉口大药房有限公司黄石路...,江岸区,,2020-12-17,武汉市江岸区食品药品监督管理局,武汉市江岸区黄石路安静小区10号楼1-3层,20161009,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,罗顺德
陈顺,彭艳艳,鄂DA0276510,武汉和顺康药房有限公司光谷八号店,东湖新技术开发区,***,2021-10-09,武汉东湖新技术开发区市场监督管理局,武汉市东湖新技术开发区光谷大道与珞瑜路交汇处光谷八号楼8011-8013号商铺,20161010,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,师幸伟
***,邬海波,鄂CB0276509,湖北中联大药房连锁有限公司铁机路分店,武昌区,由湖北中联大药房连锁有限公司配送,2021-10-09,武汉市武昌区食品药品监督管理局,武汉市武昌区杨园街铁机路橡树湾商业街A7栋底商110、111号,20161010,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、含冷藏药品***,赵冬枝
***,李雅琼,鄂CB0272338,武汉马应龙大药房连锁股份有限公司君融天湖...,经济技术开发区（汉南区）,由武汉马应龙大药房连锁股份有限公司统一配送,2020-06-18,武汉经济技术开发区（汉南区）行政审批局,武汉经济技术开发区18R2地块君融天湖1号门面1单元1号其中A区,20161010,处方药（不含禁止类）、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）（含冷藏冷冻药品）***,李启雄
,邹欣,鄂CB0271434,湖北智仁大药房有限公司百步华庭店,江岸区,,2021-04-19,武汉市江岸区食品药品监督管理局,武汉市江岸区百步亭花园百步华庭南区203栋1层4、5室商铺,20161011,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,余建新
***,陈艳君,鄂CB0272344,武汉马应龙大药房连锁股份有限公司水木清华...,经济技术开发区（汉南区）,由武汉马应龙大药房连锁股份有限公司统一配送,2020-07-15,武汉经济技术开发区（汉南区）行政审批局,武汉经济技术开发区10R2地块水木清华商网1栋1层5、6号,20161010,处方药（不含禁止类）、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）（含冷藏冷冻药品）***,黄丽丽
***,刘艳梅,鄂CB0276389,武汉普安药房有限公司经开万达店,经济技术开发区（汉南区）,由武汉普安药房有限公司统一配送,2021-07-27,武汉经济技术开发区（汉南区）行政审批局,武汉市经济技术开发区12C2地块经开万达广场A区第S3幢1-3层D72、D73号,20161011,处方药(不含禁止类)、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏冷冻药品）***,孙雪娟
——,明红,鄂CB2015071302,武汉璟泓万方堂大药房连锁有限公司荣军店,洪山区,由武汉璟泓万方堂大药房连锁有限公司统一配送,2020-07-12,武汉市洪山区食品药品监督管理局,湖北省武汉市洪山区雄楚大街578号科技开发门面房屋9、10号,20161012,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张燕华
,赵清连,鄂CB0271145,湖北智仁大药房有限公司球场街店,江岸区,,2020-03-15,武汉市江岸区食品药品监督管理局,武汉市江岸区球场街56号,20161012,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,余建新
***,李珊,鄂CB0276512,湖北御方堂新药特药大药房有限公司武大店,武昌区,由湖北御方堂新药特药大药房有限公司统一配送,2021-10-11,武汉市武昌区食品药品监督管理局,武汉市武昌区武汉大学三环学生公寓C栋110、111、146号,20161012,处方药、非处方药（甲类、乙类）;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不含冷藏冷冻药品***,李三桂
***,李会,鄂CB0274436,武汉海王星辰医药连锁有限公司水天一色店,汉阳区,由武汉海王星辰医药连锁有限公司统一配送,2020-11-01,武汉市汉阳区食品药品监督管理局,武汉市汉阳区马沧湖路85号水天一色2栋1至2层3室,20161012,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品(不含冷藏冷冻药品）***,朱孝娥
——,董文婷,鄂CB0277080,湖北智仁大药房有限公司碧湖店,洪山区,由湖北智仁大药房有限公司统一配送,2019-11-26,武汉市洪山区食品药品监督管理局,武汉市洪山区雄楚大道八一花园E7-114#E7-115#,20161012,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,余建新
***,朱顺娟,鄂CB0274333,武汉海王星辰医药连锁有限公司香榭琴台店,汉阳区,由武汉海王星辰医药连锁有限公司统一配送,2019-12-30,武汉市汉阳区食品药品监督管理局,武汉市汉阳区新长江.香榭琴台墨园A区3号楼1层（2）、（3）商室,20161012,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏冷冻药品）***,朱孝娥
——,滕正清,鄂CB0275559,湖北智仁大药房有限公司武莲路店,武昌区,由湖北智仁大药房有限公司配送,2020-08-24,武汉市武昌区食品药品监督管理局,武汉市武昌区丁字桥60号,20161012,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,余建新
邵金军,陈金芳,鄂CB0271281,湖北金药堂大药房连锁有限公司西马路店,江岸区,,2020-04-08,武汉市江岸区食品药品监督管理局,武汉市江岸区开源大厦1层,20161013,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,饶慧琴
何如桂,叶春生,鄂DA0270816,武汉市俢合堂大药房有限公司万科店,东湖新技术开发区,---  ---,2020-02-15,武汉东湖新技术开发区市场监督管理局,武汉东湖新技术开发区大学园路1号武汉万科城市花园蚂蚁工房商业街2层03号,20161010,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,何如桂
邵金军,申玲玲,鄂CB0271325,湖北金药堂大药房连锁有限公司新三巷店,江岸区,,2020-09-28,武汉市江岸区食品药品监督管理局,武汉市江岸区西马街西马路78号,20161013,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,饶慧琴
,程丽丹,鄂CB0271317,湖北金药堂大药房连锁有限公司新兴街店,江岸区,,2020-09-28,武汉市江岸区食品药品监督管理局,武汉市江岸区京汉大道1149号,20161013,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,饶慧琴
,何斌,鄂CB0271424,湖北生达新世界大药房有限公司赵家条分店,江岸区,,2021-02-03,武汉市江岸区食品药品监督管理局,武汉市江岸区永清路61号,20161009,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘立强
王正茂,李玲,鄂CB0279452,武汉市宏康大药房连锁有限公司百福药店,黄陂区,,2020-11-03,武汉市黄陂区市场监督管理局,武汉市黄陂区横店街水塔新村13号,20161013,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,罗芙蓉
,梅志红,鄂CB0271347,湖北金药堂大药房连锁有限公司南京路鄱阳街...,江岸区,,2019-11-02,武汉市江岸区食品药品监督管理局,武汉市江岸区南京路19号侧,20161013,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,饶慧琴
******,杜银全,鄂CB0279342,武汉市佳源堂大药房连锁有限公司武湖店,黄陂区,由武汉市佳源堂大药房连锁有限公司配送,2020-06-04,武汉市黄陂区市场监督管理局,黄陂区武湖农场青农分场新村队梅教街西,20161010,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,邓智勇
周培华,宋红艳,鄂DB0270754,武汉市德康大药房有限公司花山分店,东湖新技术开发区,由武汉市德康大药房有限公司配送,2018-03-10,武汉东湖新技术开发区市场监督管理局,武汉市东湖新技术开发区花山街花城家园41-1-A4号,20161014,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,余进
